UniqueCount	AmbigCount
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	4
0	4
30	1
34	0
2	0
0	0
16	0
8	0
4	1
35	0
10	0
0	0
0	0
0	3
0	3
1	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	3
4	0
0	0
0	0
2	4
0	4
1	8
0	7
0	7
0	1
0	0
0	0
5	7
4	5
1	2
0	1
0	5
8	3
0	0
17	0
0	2
0	2
4	6
7	13
0	11
0	0
0	0
0	0
0	0
0	0
3	0
0	1
0	1
0	0
0	0
0	0
1	3
0	3
0	0
0	4
3	22
0	19
0	6
0	2
0	0
26	34
0	31
0	0
0	0
0	0
1	1
17	0
0	3
0	0
0	0
0	0
0	0
2	8
0	6
2	1
0	3
0	3
3	2
6	7
0	7
0	4
0	0
0	4
0	0
0	3
0	0
13	2
3	1
3	1
12	23
0	23
1	7
0	7
0	8
0	0
0	7
0	7
1	1
0	0
0	0
0	7
6	5
0	2
1	3
0	3
4	4
0	0
0	0
4	10
0	10
54	5
2	0
0	0
0	0
1	0
10	2
1	1
0	4
1	5
0	0
0	0
0	0
11	13
0	10
0	0
0	0
3	1
0	0
3	5
0	3
0	1
7	15
0	8
2	5
0	3
1	2
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	4
0	4
2	4
0	0
1	0
2	0
23	0
16	0
8	0
13	18
9	9
7	0
2	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	5
2	3
0	0
263	720
9	100
2	529
0	492
0	191
0	448
0	2
4	2
0	66
0	0
0	0
0	0
0	0
0	0
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
27	753
1	850
0	763
0	264
0	98
12	46
0	59
15	11
0	32
0	96
4	857
0	262
0	0
0	42
0	51
0	2
0	3
0	49
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
2	124
0	103
0	114
1221	267
14	76
0	18
0	0
0	12
0	676
34	676
2	676
0	115
0	115
0	0
0	0
0	0
0	0
0	140
0	11
8	0
0	140
132	1891
3	24
0	3
0	3
0	3
0	3
0	3
0	3
0	0
0	0
0	0
0	3
4	77
0	84
0	83
0	0
0	0
0	8
54	0
0	8
0	0
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	0
0	1
0	1
0	1
